"Nomenclature","ReporterISO3","ProductCode","ReporterName","PartnerISO3","PartnerName","Year","TradeFlowName","TradeFlowCode","TradeValue in 1000 USD"
"H0","AGO"," Total","Angola","SGP","Singapore",2013,"Gross Imp.",1,1402073.5
"H0","AGO"," Total","Angola","SGS","South Georgia and the South Sa",2013,"Gross Imp.",1,20.988
"H0","AGO"," Total","Angola","SHN","Saint Helena",2013,"Gross Imp.",1,80.461
"H0","AGO"," Total","Angola","SLB","Solomon Islands",2013,"Gross Imp.",1,213.506
"H0","AGO"," Total","Angola","SLE","Sierra Leone",2013,"Gross Imp.",1,23.208
"H0","AGO"," Total","Angola","SLV","El Salvador",2013,"Gross Imp.",1,21.263
"H0","AGO"," Total","Angola","STP","Sao Tome and Principe",2013,"Gross Exp.",2,33818.776
"H0","AGO"," Total","Angola","STP","Sao Tome and Principe",2013,"Gross Imp.",1,229.505
"H0","AGO"," Total","Angola","SUD","Sudan",2013,"Gross Imp.",1,6.354
"H0","AGO"," Total","Angola","SUR","Suriname",2013,"Gross Imp.",1,1.388
"H0","AGO"," Total","Angola","SVK","Slovak Republic",2013,"Gross Imp.",1,422.595
"H0","AGO"," Total","Angola","SVN","Slovenia",2013,"Gross Imp.",1,2353.132
"H0","AGO"," Total","Angola","SWE","Sweden",2013,"Gross Imp.",1,176209.94
"H0","AGO"," Total","Angola","SWZ","Eswatini",2013,"Gross Imp.",1,14705.537
"H0","AGO"," Total","Angola","SYC","Seychelles",2013,"Gross Imp.",1,385.086
"H0","AGO"," Total","Angola","SYR","Syrian Arab Republic",2013,"Gross Imp.",1,641.009
"H0","AGO"," Total","Angola","TCA","Turks and Caicos Isl.",2013,"Gross Imp.",1,0.755
"H0","AGO"," Total","Angola","TGO","Togo",2013,"Gross Imp.",1,5591.165
"H0","AGO"," Total","Angola","THA","Thailand",2013,"Gross Exp.",2,200567.172
"H0","AGO"," Total","Angola","THA","Thailand",2013,"Gross Imp.",1,237372.102
"H0","AGO"," Total","Angola","TKL","Tokelau",2013,"Gross Imp.",1,241.838
"H0","AGO"," Total","Angola","TKM","Turkmenistan",2013,"Gross Imp.",1,23.78
"H0","AGO"," Total","Angola","TMP","East Timor",2013,"Gross Imp.",1,140.141
"H0","AGO"," Total","Angola","TTO","Trinidad and Tobago",2013,"Gross Imp.",1,599.271
"H0","AGO"," Total","Angola","TUN","Tunisia",2013,"Gross Imp.",1,9509.094
"H0","AGO"," Total","Angola","TUR","Turkey",2013,"Gross Exp.",2,59.644
"H0","AGO"," Total","Angola","TUR","Turkey",2013,"Gross Imp.",1,278712.508
"H0","AGO"," Total","Angola","TZA","Tanzania",2013,"Gross Imp.",1,880.766
"H0","AGO"," Total","Angola","UGA","Uganda",2013,"Gross Imp.",1,1988.493
"H0","AGO"," Total","Angola","UKR","Ukraine",2013,"Gross Imp.",1,12851.683
"H0","AGO"," Total","Angola","UMI","United States Minor Outlying I",2013,"Gross Imp.",1,433.201
"H0","AGO"," Total","Angola","UNS","Unspecified",2013,"Gross Exp.",2,123321.252
"H0","AGO"," Total","Angola","UNS","Unspecified",2013,"Gross Imp.",1,389.536
"H0","AGO"," Total","Angola","URY","Uruguay",2013,"Gross Exp.",2,311400.876
"H0","AGO"," Total","Angola","URY","Uruguay",2013,"Gross Imp.",1,25980.751
"H0","AGO"," Total","Angola","USA","United States",2013,"Gross Exp.",2,5018390.939
"H0","AGO"," Total","Angola","USA","United States",2013,"Gross Imp.",1,1678238.536
"H0","AGO"," Total","Angola","VAT","Holy See",2013,"Gross Imp.",1,0.49
"H0","AGO"," Total","Angola","VCT","St. Vincent and the Grenadines",2013,"Gross Imp.",1,6.988
"H0","AGO"," Total","Angola","VEN","Venezuela",2013,"Gross Imp.",1,71.647
"H0","AGO"," Total","Angola","VGB","British Virgin Islands",2013,"Gross Imp.",1,1232.458
"H0","AGO"," Total","Angola","VNM","Vietnam",2013,"Gross Imp.",1,125270.986
"H0","AGO"," Total","Angola","YEM","Yemen",2013,"Gross Imp.",1,183.919
"H0","AGO"," Total","Angola","ZAF","South Africa",2013,"Gross Exp.",2,1753637.53
"H0","AGO"," Total","Angola","ZAF","South Africa",2013,"Gross Imp.",1,1198043.342
"H0","AGO"," Total","Angola","ZAR","Congo, Dem. Rep.",2013,"Gross Imp.",1,5923.562
"H0","AGO"," Total","Angola","ZMB","Zambia",2013,"Gross Imp.",1,4052.402
"H0","AGO"," Total","Angola","ZWE","Zimbabwe",2013,"Gross Imp.",1,1151.923
"H0","ALB"," Total","Albania","AFG","Afghanistan",2013,"Gross Exp.",2,0.278
"H0","ALB"," Total","Albania","AFG","Afghanistan",2013,"Gross Imp.",1,4.751
"H0","ALB"," Total","Albania","AIA","Anguila",2013,"Gross Imp.",1,27.819
"H0","ALB"," Total","Albania","All","All countries  All --- All  ",2013,"Gross Exp.",2,2331521.927
"H0","ALB"," Total","Albania","All","All countries  All --- All  ",2013,"Gross Imp.",1,4880593.25
"H0","ALB"," Total","Albania","ARE","United Arab Emirates",2013,"Gross Exp.",2,1613.175
"H0","ALB"," Total","Albania","ARE","United Arab Emirates",2013,"Gross Imp.",1,4945.869
